id,segment,family,class,brick,product_name
9685,clothing,clothing,upper body wear tops,,nike kansas city royals womens blue all time hood hooded sweatshirt
9686,clothing,clothing,upper body wear tops,,women s u s ski team spyder yellow timeless jacket
9687,clothing,clothing,clothing accessories,,gore running gloves essential
9688,food beverage tobacco,confectionery sugar sweetening products,confectionery products,,chocolate gifts for him sizes
9689,clothing,clothing,upper body wear tops,,fau owls legacy sweatshirt gunmetal
9690,electrical supplies,electrical lighting,electric lamps light bulbs lighting,,three light outdoor wall lantern
9691,cleaning hygiene products,cleaning products,fresheners deodorisers,,poo pourri royal flush oz before you go toilet spray
9692,clothing,clothing,upper body wear tops,,north dakota state bison ladies basic arch pullover hoodie green
9693,personal accessories,personal accessories,jewellery,,east carolina pirates dayna u sterling post dangle earrings
9694,kitchen merchandise,kitchen merchandise,water beverage equipment,,wincraft danica patrick single can cooler koozie green
9695,automotive,automotive accessories and maintenance,automotive winches winch accessories,,promark lb xt series atv winch
9696,clothing,clothing,upper body wear tops,,men s nike black missouri tigers wordmark long sleeve t shirt
9697,clothing,clothing,upper body wear tops,,wake forest demon deacons ladies shimmering university logo long sleeve t shirt black
9698,food beverage tobacco,beverages,non alcoholic beverages ready to drink,,malta goya floz pack
9699,clothing,clothing,upper body wear tops,,mens chicago bulls derrick rose adidas white replica home jersey
9700,audio visual photography,photography optics,photography,,walimex pop up light cube x x cm
9701,automotive,cars and motorcycles,cars,,odyssey ex
9702,computing,computers video games,computer networking equipment,,hp w a c adapter
9703,beauty personal care hygiene,skin products,skin care,,lumatone
9704,pet care food,pet care,pet accessories,,arcadia complete uv light kit desert t w for viv
9705,household office furniture furnishings,ornamental furnishings,ornaments,,boston bruins saint nick and snowman pack ornament set
9706,automotive,automotive accessories and maintenance,automotive tyres wheels,,continental contiwintercontact ts p r
9707,stationery office machinery occasion supplies,stationery office machinery,postal packaging equipment aids accessories,,connect matt greeting cards envelopes
9708,automotive,automotive accessories and maintenance,automotive maintenance repair,,chevrolet tail lights lens pair
9709,clothing,clothing,upper body wear tops,,kansas city chiefs kids black distressed logo short sleeve t shirt
9710,clothing,clothing,full body wear,,cozy cuff wondersuit
9711,clothing,clothing,clothing accessories,,portland trail blazers woven checkered tie red black
9712,clothing,clothing,upper body wear tops,,gildan youth large white t shirt preshrunk cotton
9713,clothing,clothing,upper body wear tops,,georgia bulldogs pack t shirt combo pack red black
9714,food beverage tobacco,tobacco smoking accessories,tobacco products smoking accessories,,for worth of fine cigars and goods at midtown cigars
9715,clothing,clothing,clothing accessories,,zephyr arizona wildcats scoundrel fitted hat red
9716,healthcare,pharmaceutical drugs,pharmaceutical drugs,,insulin dependent diabetes pack from mediband
9717,textual printed reference materials,textual printed reference materials,books,,betty crocker vegetarian cooking
9718,clothing,clothing,clothing accessories,,clemson tigers top of the world rock cuffed knit hat with pom gray
9719,computing,computers video games,computer components,,b hp g g gb g k sas sc pack
9720,clothing,clothing,upper body wear tops,,georgetown hoyas crossed sticks long sleeve t shirt navy blue
9721,food beverage tobacco,fruits vegetables nuts seeds prepared processed,vegetables prepared processed,,cucumber freeze dried by future essentials
9722,clothing,clothing,lower body wear bottoms,,kansas jayhawks youth mustang shorts charcoal
9723,clothing,clothing,upper body wear tops,,pepperdine waves ballpark tri blend t shirt navy blue
9724,clothing,clothing,full body wear,,spring dress
9725,clothing,clothing,upper body wear tops,,majestic florida gators mens grey always admired short sleeve t shirt
9726,household office furniture furnishings,ornamental furnishings,decorative banners flags,,syracuse orange wincraft x double sided banner flag
9727,food beverage tobacco,milk butter cream yogurts cheese eggs substitutes,milk milk substitutes,,milk thistle
9728,personal accessories,personal accessories,personal carriers accessories,,south florida bulls mossy oak break up leather tri fold wallet camo
9729,plumbing heating ventilation air conditioning,plumbing heating ventilation air conditioning,air conditioning cooling ventilation equipment,,l b watts fluidair pneumatic lubricator
9730,pet care food,pet care,pet accessories,,aquarium algae control
9731,automotive,automotive accessories and maintenance,automotive exterior accessories coverings protection,,large white personalized license plate sign
9732,personal accessories,personal accessories,jewellery,,men s i am the dude sterling silver toe ring
9733,clothing,clothing,clothing accessories,,new era maryland terrapins urban camo fifty fitted hat black white
9734,personal accessories,personal accessories,jewellery,,single mini triangle stud earring
9735,clothing,clothing,upper body wear tops,,ohio bobcats ladies all american secondary long sleeve slim fit t shirt green
9736,clothing,clothing,clothing accessories,,kissy kissy traffic jam print hat
9737,household office furniture furnishings,household office furniture,household office storage display furniture screens,,sleek dutch chest of drawers
9738,pet care food,pet care,pet accessories,,swell oase biotec foams
9739,clothing,clothing,upper body wear tops,,alpinestars next full zip midweight jacket orange
9740,clothing,clothing,upper body wear tops,,vcu rams youth rising bar primary long sleeve t shirt black
9741,footwear,footwear,general purpose footwear,,crocs women s a leigh crisscross ankle high leather sandal
9742,food beverage tobacco,prepared preserved foods,ready made combination meals,,bacalaitos goya oz gr
9743,textual printed reference materials,textual printed reference materials,books,,manual de fades
9744,personal accessories,personal accessories,jewellery,,shambhala austrian crystal bracelet
9745,household office furniture furnishings,ornamental furnishings,ornaments,,cat
9746,clothing,clothing,upper body wear tops,,adidas sporting kansas city mens navy blue powerband short sleeve t shirt
9747,camping,camping,camping cooking drinking eating equipment,,adventure time w finn and jake jake oz ceramic travel mug w lid no brand
9748,sports equipment,sports equipment,cycle sports equipment,,thule universal flat top ski snowboard rack
9749,clothing,clothing,upper body wear tops,,uconn huskies charcoal sentinel pullover hoodie
9750,clothing,clothing,upper body wear tops,,men s cutter buck navy maine black bears big tall lakemont half zip jacket
9751,clothing,clothing,upper body wear tops,,portland state vikings team arch big and tall long sleeve t shirt green
9752,horticulture plants,seeds spores,seeds spores,,outdoor mix seeds
9753,pet care food,pet care,pet accessories,,tire dog bed
9754,clothing,clothing,upper body wear tops,,usa ladies nike world soccer womens home replica jersey white
9755,healthcare,health treatments aids,sensory organs care treatments,,massi compact cristal sunglasses
9756,clothing,clothing,upper body wear tops,,st louis cardinals womens navy blue post season v neck t shirt
9757,clothing,clothing,upper body wear tops,,seton hall pirates distressed secondary tri blend t shirt charcoal
9758,healthcare,home diagnostics,diagnostic tests,,taylor n commercial digital cooking thermometer timer
9759,household office furniture furnishings,household office furniture,household office seating,,meuble en bambou rotin
9760,clothing,clothing,clothing accessories,,chicago blackhawks reebok cross check cuffless knit beanie black
9761,beauty personal care hygiene,skin products,skin care,,dr hauschka renewing night conditioner
9762,textual printed reference materials,textual printed reference materials,books,,notice of non renewal
9763,clothing,clothing,clothing accessories,,wake forest demon deacons brand clean up adjustable hat realtree camo
9764,tools equipment power,tools equipment power,power tools hand held portable,,kw bar low pressure industrial rotary screw air compressor
9765,food beverage tobacco,confectionery sugar sweetening products,confectionery products,,i love you chocolates hearts sizes
9766,clothing,clothing,upper body wear tops,,adidas real madrid track top junior
9767,audio visual photography,photography optics,photography,,fotoquantum studio flash kit fqm plus bowens mount with white translucent umbrellas cm and light stands m flash trigger
